subject,run,edf,event,is_mi,mi_kind
23,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R08.edf.event,True,LR
23,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R09.edf.event,False,
23,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R10.edf.event,True,OF
23,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R11.edf.event,False,
23,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R12.edf.event,True,LR
23,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R13.edf.event,False,
23,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S023\S023R14.edf.event,True,OF
24,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R01.edf.event,False,
24,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R02.edf.event,False,
24,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R03.edf.event,False,
24,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R04.edf.event,True,LR
24,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R05.edf.event,False,
24,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R06.edf.event,True,OF
24,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R07.edf.event,False,
24,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R08.edf.event,True,LR
24,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R09.edf.event,False,
24,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R10.edf.event,True,OF
24,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R11.edf.event,False,
24,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R12.edf.event,True,LR
24,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R13.edf.event,False,
24,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S024\S024R14.edf.event,True,OF
25,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R01.edf.event,False,
25,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R02.edf.event,False,
25,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R03.edf.event,False,
25,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R04.edf.event,True,LR
25,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R05.edf.event,False,
25,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R06.edf.event,True,OF
25,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R07.edf.event,False,
25,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R08.edf.event,True,LR
25,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R09.edf.event,False,
25,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R10.edf.event,True,OF
25,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R11.edf.event,False,
25,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R12.edf.event,True,LR
25,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R13.edf.event,False,
25,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S025\S025R14.edf.event,True,OF
26,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R01.edf.event,False,
26,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R02.edf.event,False,
26,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R03.edf.event,False,
26,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R04.edf.event,True,LR
26,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R05.edf.event,False,
26,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R06.edf.event,True,OF
26,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R07.edf.event,False,
26,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R08.edf.event,True,LR
26,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R09.edf.event,False,
26,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R10.edf.event,True,OF
26,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R11.edf.event,False,
26,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R12.edf.event,True,LR
26,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R13.edf.event,False,
26,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S026\S026R14.edf.event,True,OF
27,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R01.edf.event,False,
27,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R02.edf.event,False,
27,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R03.edf.event,False,
27,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R04.edf.event,True,LR
27,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R05.edf.event,False,
27,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R06.edf.event,True,OF
27,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R07.edf.event,False,
27,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R08.edf.event,True,LR
27,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R09.edf.event,False,
27,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R10.edf.event,True,OF
27,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R11.edf.event,False,
27,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R12.edf.event,True,LR
27,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R13.edf.event,False,
27,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S027\S027R14.edf.event,True,OF
28,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R01.edf.event,False,
28,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R02.edf.event,False,
28,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R03.edf.event,False,
28,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R04.edf.event,True,LR
28,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R05.edf.event,False,
28,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R06.edf.event,True,OF
28,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R07.edf.event,False,
28,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R08.edf.event,True,LR
28,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R09.edf.event,False,
28,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R10.edf.event,True,OF
28,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R11.edf.event,False,
28,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R12.edf.event,True,LR
28,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R13.edf.event,False,
28,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S028\S028R14.edf.event,True,OF
29,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R01.edf.event,False,
29,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R02.edf.event,False,
29,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R03.edf.event,False,
29,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R04.edf.event,True,LR
29,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R05.edf.event,False,
29,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R06.edf.event,True,OF
29,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R07.edf.event,False,
29,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R08.edf.event,True,LR
29,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R09.edf.event,False,
29,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R10.edf.event,True,OF
29,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R11.edf.event,False,
29,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R12.edf.event,True,LR
29,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R13.edf.event,False,
29,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S029\S029R14.edf.event,True,OF
30,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R01.edf.event,False,
30,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R02.edf.event,False,
30,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R03.edf.event,False,
30,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R04.edf.event,True,LR
30,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R05.edf.event,False,
30,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R06.edf.event,True,OF
30,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R07.edf.event,False,
30,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R08.edf.event,True,LR
30,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R09.edf.event,False,
30,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R10.edf.event,True,OF
30,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R11.edf.event,False,
30,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R12.edf.event,True,LR
30,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R13.edf.event,False,
30,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S030\S030R14.edf.event,True,OF
31,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R01.edf.event,False,
31,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R02.edf.event,False,
31,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R03.edf.event,False,
31,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R04.edf.event,True,LR
31,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R05.edf.event,False,
31,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R06.edf.event,True,OF
31,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R07.edf.event,False,
31,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R08.edf.event,True,LR
31,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R09.edf.event,False,
31,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R10.edf.event,True,OF
31,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R11.edf.event,False,
31,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R12.edf.event,True,LR
31,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R13.edf.event,False,
31,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S031\S031R14.edf.event,True,OF
32,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R01.edf.event,False,
32,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R02.edf.event,False,
32,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R03.edf.event,False,
32,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R04.edf.event,True,LR
32,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R05.edf.event,False,
32,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R06.edf.event,True,OF
32,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R07.edf.event,False,
32,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R08.edf.event,True,LR
32,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R09.edf.event,False,
32,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R10.edf.event,True,OF
32,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R11.edf.event,False,
32,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R12.edf.event,True,LR
32,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R13.edf.event,False,
32,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S032\S032R14.edf.event,True,OF
33,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R01.edf.event,False,
33,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R02.edf.event,False,
33,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R03.edf.event,False,
33,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R04.edf.event,True,LR
33,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R05.edf.event,False,
33,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R06.edf.event,True,OF
33,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R07.edf.event,False,
33,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R08.edf.event,True,LR
33,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R09.edf.event,False,
33,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R10.edf.event,True,OF
33,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R11.edf.event,False,
33,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R12.edf.event,True,LR
33,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R13.edf.event,False,
33,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S033\S033R14.edf.event,True,OF
34,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R01.edf.event,False,
34,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R02.edf.event,False,
34,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R03.edf.event,False,
34,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R04.edf.event,True,LR
34,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S034\S034R05.edf.event,False,
